county,Number of ELI HHs surveyed,Unweighted ELI obs < 10,State Name,County Name,Housing gap,Total ELI renters,Number of HUD asst units,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),AAA units,AAA units (asst off),Total Population 2013,"AAA units (asst off, no neg)"
48053,9.520817676,1,Texas,Burnet County,623.0535097,815.9900797,194,817.0535097,23.64447495,0,192.93657,-1.063430032,,0
48055,10.55858311,0,Texas,Caldwell County,588.5558583,1194.482289,261,849.5558583,50.72711719,28.87664671,605.9264305,344.9264305,,344.9264305
48057,2.883724919,1,Texas,Calhoun County,161.9439204,314.9331161,48,209.9439204,48.57831325,33.33698183,152.9891957,104.9891957,,104.9891957
48059,2.849695328,1,Texas,Callahan County,67.55179418,172.9905213,63,130.5517942,60.95058061,24.53240029,105.4387272,42.43872715,,42.43872715
48061,127,0,Texas,Cameron County,8989,13850,4364,13353,35.09747292,3.588447653,4861,497,417276,497
48063,4.156075512,1,Texas,Camp County,193.7591066,289.3488434,74,267.7591066,33.03615651,7.461490607,95.58973677,21.58973677,,21.58973677
48065,0.5416424,1,Texas,Carson County,15.38264415,35.83265385,3,18.38264415,57.07087672,48.69862494,20.45000971,17.45000971,,17.45000971
48067,6.577455394,1,Texas,Cass County,440.3136568,737.4267134,213,653.3136568,40.29051988,11.40629367,297.1130565,84.11305653,,84.11305653
48069,2.655794991,1,Texas,Castro County,75.42457775,175.6955931,29,104.4245778,57.07087672,40.56505578,100.2710153,71.27101534,,71.27101534
48071,2.603817505,1,Texas,Chambers County,183.4925512,263.1387337,6,189.4925512,30.2677532,27.98758718,79.6461825,73.6461825,,73.6461825
48073,13.95517731,0,Texas,Cherokee County,1005.309504,1208.73305,230,1235.309504,16.8294849,0,203.4235461,-26.5764539,,0
48075,2.673267327,1,Texas,Childress County,75.92079208,176.8514852,76,151.9207921,57.07087672,14.09696563,100.9306931,24.93069307,,24.93069307
48077,1.374029336,1,Texas,Clay County,38.90465919,108.0772217,11,49.90465919,64.00290592,53.8249981,69.17256255,58.17256255,,58.17256255
48079,0.47,1,Texas,Cochran County,18.36357143,36.44738095,3,21.36357143,49.61621124,41.38516714,18.08380952,15.08380952,,15.08380952
48081,0.838730998,1,Texas,Coke County,27.92663582,63.46397885,20,47.92663582,55.99608419,24.48214453,35.53734303,15.53734303,,15.53734303
48083,3.159444821,1,Texas,Coleman County,74.8943805,191.7938389,110,184.8943805,60.95058061,3.597330552,116.8994584,6.899458362,,6.899458362
48085,122,0,Texas,Collin County,14365,16335,1207,15572,12.05999388,4.670951944,1970,763,854778,763
48087,0.532906232,1,Texas,Collingsworth County,15.13453698,35.25470782,20,35.13453698,57.07087672,0.340864662,20.12017084,0.120170841,,0.120170841
48089,3.235094951,1,Texas,Colorado County,201.838363,366.5125865,47,248.838363,44.93003229,32.10646177,164.6742235,117.6742235,,117.6742235
48091,7,1,Texas,Comal County,717,789,309,1026,9.125475285,0,72,-237,118480,0
48093,3.149119838,1,Texas,Comanche County,74.64962762,191.1670616,87,161.6496276,60.95058061,15.44064848,116.517434,29.51743399,,29.51743399
48095,0.303370787,1,Texas,Concho County,10.1011236,22.95505618,11,21.1011236,55.99608419,8.076358297,12.85393258,1.853932584,,1.853932584
48097,13.22579308,0,Texas,Cooke County,569.6027369,1208.730251,292,861.6027369,52.87594263,28.71836075,639.127514,347.127514,,347.127514
48099,14.74883511,0,Texas,Coryell County,965.1811213,1264.061927,246,1211.181121,23.64447495,4.183403085,298.8808057,52.88080565,76192,52.88080565
48101,0.407679034,1,Texas,Cottle County,11.54314064,32.06686799,35,46.54314064,64.00290592,0,20.52372735,-14.47627265,,0
48103,1.015355086,1,Texas,Crane County,31.87332054,83.52399232,,31.87332054,61.83932347,61.83932347,51.65067179,51.65067179,,51.65067179
48105,1.017184402,1,Texas,Crockett County,33.86847323,76.96695307,,33.86847323,55.99608419,55.99608419,43.09847984,43.09847984,,43.09847984
48107,2,1,Texas,Crosby County,78.14285714,155.0952381,27,105.1428571,49.61621124,32.20755296,76.95238095,49.95238095,,49.95238095
48109,1.236084453,1,Texas,Culberson County,38.80230326,101.681382,15,53.80230326,61.83932347,47.08736031,62.8790787,47.8790787,,47.8790787
48111,2.411182295,1,Texas,Dallam County,68.47757717,159.5131043,18,86.47757717,57.07087672,45.78653737,91.03552708,73.03552708,,73.03552708
48113,834,0,Texas,Dallas County,79028,95967,16097,95125,17.65085915,0.877384934,16939,842,2480331,842
48115,2.998017184,1,Texas,Dawson County,99.82286847,226.849967,68,167.8228685,55.99608419,26.02032492,127.0270985,59.02709848,,59.02709848
48117,6.211415259,1,Texas,Deaf Smith County,176.4041934,410.9196273,167,343.4041934,57.07087672,16.43032589,234.5154339,67.5154339,,67.5154339
48119,1.466055317,1,Texas,Delta County,64.85431149,106.1026475,77,141.8543115,38.87587822,0,41.24833605,-35.75166396,,0
48121,143,0,Texas,Denton County,13730,14980,896,14626,8.344459279,2.363150868,1250,354,728799,354
48123,6.077205882,1,Texas,DeWitt County,197.3492647,416.9283088,170,367.3492647,52.6658995,11.89150342,219.5790441,49.57904412,,49.57904412
48125,0.31,1,Texas,Dickens County,12.11214286,24.03976191,8,20.11214286,49.61621124,16.33801143,11.92761905,3.927619048,,3.927619048
48127,1.53310558,1,Texas,Dimmit County,86.66081015,165.9385066,167,253.6608102,47.77534646,0,79.27769644,-87.72230356,,0
48129,0.567850903,1,Texas,Donley County,16.12696564,37.56649194,38,54.12696564,57.07087672,0,21.43952631,-16.56047369,,0
48131,1.786163522,1,Texas,Duval County,68.91614256,172.6624738,135,203.9161426,60.0862069,0,103.7463312,-31.25366876,,0
48133,4.728842248,1,Texas,Eastland County,112.0968179,287.063981,143,255.0968179,60.95058061,11.13590185,174.9671632,31.96716317,,31.96716317
48135,14,0,Texas,Ector County,1289,1551,689,1978,16.89232753,0,262,-427,149378,0
48137,0.018545632,1,Texas,Edwards County,1.048316252,2.007320644,,1.048316252,47.77534646,47.77534646,0.959004392,0.959004392,,0.959004392
48139,29,0,Texas,Ellis County,2085,3178,363,2448,34.39269981,22.97042165,1093,730,155976,730
48141,186,0,Texas,El Paso County,13955,21535,6755,20710,35.19851405,3.830972835,7580,825,827718,825
48143,15.98737296,0,Texas,Erath County,1270.348014,1841.140437,123,1393.348014,31.00211218,24.32147025,570.7924238,447.7924238,,447.7924238
48145,5.556814339,1,Texas,Falls County,206.9206967,392.7443355,128,334.9206967,47.31414868,14.72297207,185.8236388,57.82363882,,57.82363882
48147,10.51005598,0,Texas,Fannin County,452.6425461,960.5339001,242,694.6425461,52.87594263,27.68162101,507.8913539,265.8913539,,265.8913539
48149,4.374270144,1,Texas,Fayette County,243.8302842,494.8569482,83,326.8302842,50.72711719,33.95459328,251.0266641,168.0266641,,168.0266641
48151,0.753723764,1,Texas,Fisher County,17.86696005,45.75473934,34,51.86696005,60.95058061,0,27.88777928,-6.112220718,,0
48153,2.9,1,Texas,Floyd County,113.3071429,224.8880952,45,158.3071429,49.61621124,29.6062592,111.5809524,66.58095238,,66.58095238
48155,0.354831752,1,Texas,Foard County,10.04680759,27.91005177,12,22.04680759,64.00290592,21.0076435,17.86324418,5.863244176,,5.863244176
48157,34,0,Texas,Fort Bend County,5208,6059,751,5959,14.04522198,1.650437366,851,100,652365,100
48159,1.954740423,1,Texas,Franklin County,86.47241532,141.4701967,50,136.4724153,38.87587822,3.532745065,54.99778139,4.997781393,,4.997781393
48161,4.878424079,1,Texas,Freestone County,181.6592831,344.7970917,68,249.6592831,47.31414868,27.5924046,163.1378086,95.13780859,,95.13780859
48163,1.870095902,1,Texas,Frio County,30.49694856,199.0932868,160,190.4969486,84.68208093,4.317743913,168.5963383,8.596338274,,8.596338274
48165,2.463339731,1,Texas,Gaines County,77.32744722,202.6364683,17,94.32744722,61.83932347,53.44991551,125.3090211,108.3090211,,108.3090211
48167,83,0,Texas,Galveston County,5883,8078,1638,7521,27.17256747,6.895271107,2195,557,306782,557
48169,1.17,1,Texas,Garza County,45.71357143,90.73071429,24,69.71357143,49.61621124,23.16430883,45.01714286,21.01714286,,21.01714286
48171,4.444031929,1,Texas,Gillespie County,381.5201411,567.9472805,31,412.5201411,32.82472614,27.36647304,186.4271394,155.4271394,,155.4271394
48173,0.044613351,1,Texas,Glasscock County,1.485459352,3.375743556,,1.485459352,55.99608419,55.99608419,1.890284204,1.890284204,,1.890284204
48175,2.468137255,1,Texas,Goliad County,80.1495098,169.3272059,48,128.1495098,52.6658995,24.31841703,89.17769608,41.17769608,,41.17769608
48177,6.729166667,1,Texas,Gonzales County,218.5208333,461.65625,152,370.5208333,52.6658995,19.74096889,243.1354167,91.13541667,,91.13541667
48179,6.78800233,1,Texas,Gray County,192.7792662,449.0640652,87,279.7792662,57.07087672,37.69724905,256.2847991,169.2847991,,169.2847991
48181,50.26415094,0,Texas,Grayson County,2164.754717,4593.735849,894,3058.754717,52.87594263,33.41465819,2428.981132,1534.981132,122353,1534.981132
48183,38,0,Texas,Gregg County,4029,4961,939,4968,18.78653497,0,932,-7,123024,0
48185,6.244712394,1,Texas,Grimes County,321.3188377,596.3700336,100,421.3188377,46.12089481,29.352782,275.0511959,175.0511959,,175.0511959
48187,18,0,Texas,Guadalupe County,1292,1731,521,1813,25.36106297,0,439,-82,143183,0
48189,13.95,0,Texas,Hale County,545.0464286,1081.789286,276,821.0464286,49.61621124,24.10292472,536.7428571,260.7428571,,260.7428571
48191,0.978450786,1,Texas,Hall County,27.78800233,64.72995535,29,56.78800233,57.07087672,12.26936273,36.94195302,7.941953019,,7.941953019
48193,1.180520066,1,Texas,Hamilton County,77.25462198,101.1775139,45,122.254622,23.64447495,0,23.92289193,-21.07710807,,0
48195,1.179382644,1,Texas,Hansford County,33.49446709,78.02271404,6,39.49446709,57.07087672,49.38080842,44.52824694,38.52824694,,38.52824694
48197,1.713761864,1,Texas,Hardeman County,48.52394305,134.7996117,54,102.5239431,64.00290592,23.94344336,86.27566868,32.27566868,,32.27566868
48199,9.718281037,1,Texas,Hardin County,830.7330605,1046.694861,83,913.7330605,20.63273728,12.70301458,215.9618008,132.9618008,,132.9618008
48201,1077,0,Texas,Harris County,121661,145086,20092,141753,16.14559641,2.297258178,23425,3333,4336853,3333
48203,15.81896552,0,Texas,Harrison County,947.8724138,1814.751724,308,1255.872414,47.76847978,30.79646119,866.8793103,558.8793103,66886,558.8793103
48205,1.240535818,1,Texas,Hartley County,35.23121724,82.06833625,5,40.23121724,57.07087672,50.97839303,46.83711901,41.83711901,,41.83711901
48207,1.879146919,1,Texas,Haskell County,44.5450237,114.0734597,34,78.5450237,60.95058061,31.14522529,69.52843602,35.52843602,,35.52843602
48209,41,0,Texas,Hays County,5414,6284,482,5896,13.84468491,6.174411203,870,388,176026,388
48211,0.611531741,1,Texas,Hemphill County,17.36750146,40.45622209,1,18.36750146,57.07087672,54.59906905,23.08872064,22.08872064,,22.08872064
48213,15.54222222,0,Texas,Henderson County,1112.823111,1602.713956,278,1390.823111,30.56633049,13.22075244,489.8908444,211.8908444,78675,211.8908444
48215,176,0,Texas,Hidalgo County,16473,24588,5878,22351,33.00390434,9.097933952,8115,2237,815996,2237
48217,13.32837335,0,Texas,Hill County,496.3124789,942.0223199,153,649.3124789,47.31414868,31.0724953,445.7098411,292.7098411,,292.7098411
48219,7.24,1,Texas,Hockley County,282.8771429,561.4447619,88,370.8771429,49.61621124,33.94236299,278.5676191,190.5676191,,190.5676191
48221,12.04465661,0,Texas,Hood County,957.0619033,1387.088697,77,1034.061903,31.00211218,25.45091707,430.026794,353.026794,,353.026794
48223,13.5697382,0,Texas,Hopkins County,600.2884189,982.0810531,86,686.2884189,38.87587822,30.11896353,381.7926342,295.7926342,,295.7926342
48225,5.360661951,1,Texas,Houston County,555.1553815,668.121526,274,829.1553815,16.90802348,0,112.9661445,-161.0338555,,0
48227,11.18010575,0,Texas,Howard County,372.2561137,845.9613351,239,611.2561137,55.99608419,27.74420197,473.7052214,234.7052214,,234.7052214
48229,0.503262956,1,Texas,Hudspeth County,15.79808061,41.39884837,,15.79808061,61.83932347,61.83932347,25.60076775,25.60076775,,25.60076775
48231,29.82830416,0,Texas,Hunt County,2572.509354,2927.538926,523,3095.509354,12.12723658,0,355.0295715,-167.9704285,87048,0
48233,5.608619686,1,Texas,Hutchinson County,159.2847991,371.0413512,154,313.2847991,57.07087672,15.56606883,211.7565521,57.75655213,,57.75655213
48235,0.392597488,1,Texas,Irion County,13.0720423,29.70654329,,13.0720423,55.99608419,55.99608419,16.63450099,16.63450099,,16.63450099
48237,2.038395168,1,Texas,Jack County,57.71570319,160.33434,7,64.71570319,64.00290592,59.63702897,102.6186368,95.61863676,,95.61863676
48239,3.37622549,1,Texas,Jackson County,109.6384804,231.6268382,64,173.6384804,52.6658995,25.03524992,121.9883578,57.98835784,,57.98835784
48241,15.01012809,0,Texas,Jasper County,410.398868,1069.746202,203,613.398868,61.63586585,42.65940212,659.3473339,456.3473339,,456.3473339
48243,0.114779271,1,Texas,Jeff Davis County,3.603071017,9.44184261,,3.603071017,61.83932347,61.83932347,5.838771593,5.838771593,,5.838771593
48245,78,0,Texas,Jefferson County,6578,10013,3808,10386,34.30540298,0,3435,-373,252358,0
48247,0.955974843,1,Texas,Jim Hogg County,36.88469602,92.41090147,50,86.88469602,60.0862069,5.980036298,55.52620545,5.526205451,,5.526205451
48249,7.091123702,1,Texas,Jim Wells County,724.2195467,1180.826251,403,1127.219547,38.66840731,4.539762254,456.6067044,53.60670444,,53.60670444
48251,28,0,Texas,Johnson County,1771,2989,222,1993,40.74941452,33.32218133,1218,996,154707,996
48253,3.221394719,1,Texas,Jones County,76.36289777,195.5545024,111,187.3628978,60.95058061,4.188911278,119.1916046,8.191604604,,8.191604604
48255,6.100490196,1,Texas,Karnes County,198.1053922,418.5257353,115,313.1053922,52.6658995,25.18849721,220.4203431,105.4203431,,105.4203431
48257,24,0,Texas,Kaufman County,1449,2299,301,1750,36.97259678,23.8799478,850,549,108568,549
48259,4.767031743,1,Texas,Kendall County,409.2496751,609.2266568,49,458.2496751,32.82472614,24.78174255,199.9769816,150.9769816,,150.9769816
48261,0.157459868,1,Texas,Kenedy County,16.08144476,26.22049103,1,17.08144476,38.66840731,34.8545962,10.13904627,9.13904627,,9.13904627
48263,0.309749492,1,Texas,Kent County,7.342586324,18.80331754,,7.342586324,60.95058061,60.95058061,11.46073121,11.46073121,,11.46073121
48265,9.842212734,1,Texas,Kerr County,844.9539632,1257.834788,90,934.9539632,32.82472614,25.66957342,412.8808242,322.8808242,,322.8808242
48267,1.606080635,1,Texas,Kimble County,53.47653668,121.526768,24,77.47653668,55.99608419,36.24734867,68.05023133,44.05023133,,44.05023133
48269,0.03,1,Texas,King County,1.172142857,2.326428571,,1.172142857,49.61621124,49.61621124,1.154285714,1.154285714,,1.154285714
48271,0.482186432,1,Texas,Kinney County,27.25622255,52.19033675,14,41.25622255,47.77534646,20.95045727,24.9341142,10.9341142,,10.9341142
48273,11.38054769,0,Texas,Kleberg County,1162.300283,1895.108593,502,1664.300283,38.66840731,12.17916011,732.8083097,230.8083097,,230.8083097
48275,1.786222072,1,Texas,Knox County,42.3422478,108.4324645,36,78.3422478,60.95058061,27.75019161,66.09021666,30.09021666,,30.09021666
48277,25.21964207,0,Texas,Lamar County,1115.648573,1825.218163,381,1496.648573,38.87587822,18.00166122,709.5695903,328.5695903,,328.5695903
48279,3.53,1,Texas,Lamb County,137.9221429,273.7430952,63,200.9221429,49.61621124,26.60193212,135.8209524,72.82095238,,72.82095238
48281,3.802194499,1,Texas,Lampasas County,248.8200812,325.8704344,57,305.8200812,23.64447495,6.152860496,77.05035322,20.05035322,,20.05035322
48283,0.927281601,1,Texas,La Salle County,52.41581259,100.3660322,60,112.4158126,47.77534646,0,47.95021962,-12.04978038,,0
48285,4.482230392,1,Texas,Lavaca County,145.5545343,307.5045956,76,221.5545343,52.6658995,27.95082171,161.9500613,85.95006128,,85.95006128
48287,2.208252238,1,Texas,Lee County,123.0922538,249.8174387,8,131.0922538,50.72711719,47.5247787,126.7251849,118.7251849,,118.7251849
48289,2.548329709,1,Texas,Leon County,131.1231469,243.3654873,44,175.1231469,46.12089481,28.04109209,112.2423404,68.24234038,,68.24234038
48291,14.3961825,0,Texas,Liberty County,1014.507449,1454.861266,324,1338.507449,30.2677532,7.997588512,440.3538175,116.3538175,76907,116.3538175
48293,7.113121407,1,Texas,Limestone County,264.8733514,502.7409537,97,361.8733514,47.31414868,28.01991787,237.8676023,140.8676023,,140.8676023
48295,0.358182877,1,Texas,Lipscomb County,10.17239371,23.69578723,,10.17239371,57.07087672,57.07087672,13.52339352,13.52339352,,13.52339352
48297,1.727463312,1,Texas,Live Oak County,66.6512928,166.9881202,30,96.6512928,60.0862069,42.12085705,100.3368274,70.33682739,,70.33682739
48299,3.562002104,1,Texas,Llano County,233.1016083,305.2845333,54,287.1016083,23.64447495,5.95605837,72.182925,18.182925,,18.182925
48301,0.061804223,1,Texas,Loving County,1.940115163,5.084069098,,1.940115163,61.83932347,61.83932347,3.143953935,3.143953935,,3.143953935
48303,83,0,Texas,Lubbock County,8049,9402,1186,9235,14.3905552,1.776217826,1353,167,289324,167
48305,2.17,1,Texas,Lynn County,84.785,168.2783333,41,125.785,49.61621124,25.25181495,83.49333333,42.49333333,,42.49333333
48307,2.80171844,1,Texas,McCulloch County,93.28684732,211.9966953,96,189.2868473,55.99608419,10.71235943,118.709848,22.70984798,,22.70984798
48309,100,0,Texas,McLennan County,8276,10942,1818,10094,24.36483276,7.749954305,2666,848,241481,848
48311,0,1,Texas,McMullen County,0,0,,0,0,0,0,0,,0
48313,2.922316663,1,Texas,Madison County,150.3664756,279.0812414,35,185.3664756,46.12089481,33.57974377,128.7147658,93.71476576,,93.71476576
48315,2.600574713,1,Texas,Marion County,155.8264368,298.337931,58,213.8264368,47.76847978,28.32743861,142.5114943,84.51149425,,84.51149425
48317,0.972571051,1,Texas,Martin County,32.38301388,73.59120952,,32.38301388,55.99608419,55.99608419,41.20819564,41.20819564,,41.20819564
48319,0.776272307,1,Texas,Mason County,25.84699273,58.73793787,32,57.84699273,55.99608419,1.516813791,32.89094514,0.890945142,,0.890945142
48321,9.512144855,1,Texas,Matagorda County,593.4650375,1077.656411,342,935.4650375,44.93003229,13.19449984,484.1913735,142.1913735,,142.1913735
48323,11.8382951,0,Texas,Maverick County,669.1752074,1281.339678,581,1250.175207,47.77534646,2.432178681,612.1644705,31.16447047,,31.16447047
48325,4.571345539,1,Texas,Medina County,74.54809648,486.6724789,103,177.5480965,84.68208093,63.51795013,412.1243825,309.1243825,,309.1243825
48327,0.892267019,1,Texas,Menard County,29.70918705,67.51487112,,29.70918705,55.99608419,55.99608419,37.80568407,37.80568407,,37.80568407
48329,15,0,Texas,Midland County,1422,1991,434,1856,28.57860372,6.780512305,569,135,151468,135
48331,9.097450089,1,Texas,Milam County,468.1051591,868.8064835,192,660.1051591,46.12089481,24.02161222,400.7013244,208.7013244,,208.7013244
48333,0.475274312,1,Texas,Mills County,31.10251015,40.7338043,16,47.10251015,23.64447495,0,9.631294153,-6.368705847,,0
48335,1.414522681,1,Texas,Mitchell County,33.53114421,85.86848341,61,94.53114421,60.95058061,0,52.3373392,-8.662660799,,0
48337,6.892795513,1,Texas,Montague County,195.1645815,542.1676014,30,225.1645815,64.00290592,58.46956163,347.0030198,317.0030198,,317.0030198
48339,37,0,Texas,Montgomery County,4020,5879,1307,5327,31.62102398,9.389351931,1859,552,499137,552
48341,3.660454281,1,Texas,Moore County,103.9569016,242.1593865,25,128.9569016,57.07087672,46.74709768,138.202485,113.202485,,113.202485
48343,3.473154859,1,Texas,Morris County,153.6429522,251.3622245,104,257.6429522,38.87587822,0,97.7192723,-6.280727703,,0
48345,0.43,1,Texas,Motley County,16.80071429,33.34547619,,16.80071429,49.61621124,49.61621124,16.54476191,16.54476191,,16.54476191
48347,24.01418904,0,Texas,Nacogdoches County,2102.285636,2571.606418,594,2696.285636,18.2501015,0,469.3207815,-124.6792185,65330,0
48349,23.46432195,0,Texas,Navarro County,873.7477173,1658.410551,419,1292.747717,47.31414868,22.04899346,784.662834,365.662834,,365.662834
48351,2.601429848,1,Texas,Newton County,71.12689902,185.3994638,27,98.12689902,61.63586585,47.07271693,114.2725648,87.27256479,,87.27256479
48353,5.183141503,1,Texas,Nolan County,122.8659445,314.6421801,199,321.8659445,60.95058061,0,191.7762356,-7.223764387,,0
48355,77,0,Texas,Nueces County,6666,8955,2968,9634,25.56113903,0,2289,-679,352107,0
48357,2.140361095,1,Texas,Ochiltree County,60.7862551,141.5967773,10,70.7862551,57.07087672,50.0085691,80.81052223,70.81052223,,70.81052223
48359,0.436808387,1,Texas,Oldham County,12.40535818,28.8973015,4,16.40535818,57.07087672,43.22875378,16.49194331,12.49194331,,12.49194331
48361,17.28171896,0,Texas,Orange County,1477.26694,1861.305139,621,2098.26694,20.63273728,0,384.0381992,-236.9618008,82957,0
48363,7.258700339,1,Texas,Palo Pinto County,576.7724053,835.9276255,129,705.7724053,31.00211218,15.57015419,259.1552202,130.1552202,,130.1552202
48365,2.832340426,1,Texas,Panola County,204.0374468,245.3242553,75,279.0374468,16.8294849,0,41.28680851,-33.71319149,,0
48367,21,0,Texas,Parker County,1723,2656,325,2048,35.12801205,22.89156627,933,608,121418,608
48369,1.825859057,1,Texas,Parmer County,51.8543972,120.7907203,17,68.8543972,57.07087672,42.99694789,68.93632304,51.93632304,,51.93632304
48371,4.114395394,1,Texas,Pecos County,129.156238,338.4537428,59,188.156238,61.83932347,44.40710378,209.2975048,150.2975048,,150.2975048
48373,6.598534613,1,Texas,Polk County,683.3506822,822.4027287,187,870.3506822,16.90802348,0,139.0520465,-47.94795351,,0
48375,55,0,Texas,Potter County,4063,5154,914,4977,21.16802484,3.434225844,1091,177,121661,177
48377,0.980038388,1,Texas,Presidio County,30.7646833,80.61880998,36,66.7646833,61.83932347,17.1847323,49.85412668,13.85412668,,13.85412668
48379,2.28237171,1,Texas,Rains County,106.4057432,158.9002925,16,122.4057432,33.03615651,22.96694912,52.49454932,36.49454932,,36.49454932
48381,37,0,Texas,Randall County,3138,4066,389,3527,22.82341367,13.25627152,928,539,126474,539
48383,0.356906808,1,Texas,Reagan County,11.88367482,27.00594845,,11.88367482,55.99608419,55.99608419,15.12227363,15.12227363,,15.12227363
48385,0.500732064,1,Texas,Real County,28.3045388,54.19765739,,28.3045388,47.77534646,47.77534646,25.89311859,25.89311859,,25.89311859
48387,4.433072031,1,Texas,Red River County,196.1070848,320.8341961,115,311.1070848,38.87587822,3.031818769,124.7271114,9.727111374,,9.727111374
48389,2.542802303,1,Texas,Reeves County,79.821881,209.1731286,67,146.821881,61.83932347,29.80844051,129.3512476,62.3512476,,62.3512476
48391,0.920706501,1,Texas,Refugio County,60.91394213,101.5723412,37,97.91394213,40.02900653,3.60176703,40.6583991,3.658399098,,3.658399098
48393,0.104834013,1,Texas,Roberts County,2.977285964,6.935352359,,2.977285964,57.07087672,57.07087672,3.958066395,3.958066395,,3.958066395
48395,6.479541411,1,Texas,Robertson County,333.4018581,618.7962048,208,541.4018581,46.12089481,12.50724328,285.3943467,77.39434671,,77.39434671
48397,11.17169584,0,Texas,Rockwall County,963.4906458,1096.461074,116,1079.490646,12.12723658,1.547745641,132.9704285,16.97042849,85245,16.97042849
48399,3.417569397,1,Texas,Runnels County,81.01320244,207.4632701,33,114.0132024,60.95058061,45.04415053,126.4500677,93.45006771,,93.45006771
48401,9.21248227,1,Texas,Rusk County,663.6530497,797.942695,164,827.6530497,16.8294849,0,134.2896454,-29.71035461,,0
48403,2.503723563,1,Texas,Sabine County,68.45546619,178.4361037,33,101.4554662,61.63586585,43.14185072,109.9806375,76.98063747,,76.98063747
48405,3.663985702,1,Texas,San Augustine County,100.178731,261.1260054,59,159.178731,61.63586585,39.04140999,160.9472744,101.9472744,,101.9472744
48407,2.455027792,1,Texas,San Jacinto County,254.2450733,305.9802931,12,266.2450733,16.90802348,12.98620228,51.73521981,39.73521981,,39.73521981
48409,14.03607666,0,Texas,San Patricio County,928.626832,1548.459978,590,1518.626832,40.02900653,1.926633292,619.8331454,29.83314543,66137,29.83314543
48411,0.71035623,1,Texas,San Saba County,46.48654742,60.8817075,24,70.48654742,23.64447495,0,14.39516008,-9.604839922,,0
48413,0.731658956,1,Texas,Schleicher County,24.36153338,55.36219432,19,43.36153338,55.99608419,21.67663527,31.00066094,12.00066094,,12.00066094
48415,5.895565335,1,Texas,Scurry County,139.753893,357.8898104,25,164.753893,60.95058061,53.96519034,218.1359174,193.1359174,,193.1359174
48417,1.001523358,1,Texas,Shackelford County,23.74102911,60.79739337,,23.74102911,60.95058061,60.95058061,37.05636425,37.05636425,,37.05636425
48419,12.07893953,0,Texas,Shelby County,330.2558832,860.8453977,151,481.2558832,61.63586585,44.09496937,530.5895145,379.5895145,,379.5895145
48421,0.262085032,1,Texas,Sherman County,7.44321491,17.3383809,,7.44321491,57.07087672,57.07087672,9.895165987,9.895165987,,9.895165987
48423,50,0,Texas,Smith County,3306,4671,784,4090,29.22286448,12.43845001,1365,581,216080,581
48425,1.709270096,1,Texas,Somervell County,135.8176779,196.8432399,30,165.8176779,31.00211218,15.76155832,61.02556206,31.02556206,,31.02556206
48427,15.22851153,0,Texas,Starr County,587.5667366,1472.089448,261,848.5667366,60.0862069,42.35630602,884.5227114,623.5227114,,623.5227114
48429,3.778943805,1,Texas,Stephens County,89.57955315,229.4004739,87,176.5795532,60.95058061,23.02563717,139.8209208,52.82092079,,52.82092079
48431,0.303370787,1,Texas,Sterling County,10.1011236,22.95505618,,10.1011236,55.99608419,55.99608419,12.85393258,12.85393258,,12.85393258
48433,0.340724441,1,Texas,Stonewall County,8.076844956,20.68364929,10,18.07684496,60.95058061,12.60321279,12.60680433,2.606804333,,2.606804333
48435,1.168869795,1,Texas,Sutton County,38.91903503,88.44448116,3,41.91903503,55.99608419,52.6041258,49.52544613,46.52544613,,46.52544613
48437,2.690739662,1,Texas,Swisher County,76.41700641,178.0073772,78,154.4170064,57.07087672,13.25246806,101.5903708,23.5903708,,23.5903708
48439,457,0,Texas,Tarrant County,49168,56778,8506,57674,13.40307866,0,7610,-896,1911541,0
48441,39,0,Texas,Taylor County,3012,3791,793,3805,20.5486679,0,779,-14,134117,0
48443,0.105950096,1,Texas,Terrell County,3.325911708,8.715547025,,3.325911708,61.83932347,61.83932347,5.389635317,5.389635317,,5.389635317
48445,4.68,1,Texas,Terry County,182.8542857,362.9228571,72,254.8542857,49.61621124,29.77728443,180.0685714,108.0685714,,108.0685714
48447,0.619498984,1,Texas,Throckmorton County,14.68517265,37.60663507,10,24.68517265,60.95058061,34.35952831,22.92146242,12.92146242,,12.92146242
48449,8.883597101,1,Texas,Titus County,392.9862446,642.931519,134,526.9862446,38.87587822,18.03384512,249.9452744,115.9452744,,115.9452744
48451,24,0,Texas,Tom Green County,2776,3316,612,3388,16.28468034,0,540,-72,114954,0
48453,374,0,Texas,Travis County,35189,41430,5923,41112,15.06396331,0.767559739,6241,318,1120954,318
48455,1.802425467,1,Texas,Trinity County,186.6609399,224.6437595,21,207.6609399,16.90802348,7.559889331,37.98281961,16.98281961,,16.98281961
48457,5.141793268,1,Texas,Tyler County,140.5841525,366.4468275,45,185.5841525,61.63586585,49.35577591,225.862675,180.862675,,180.862675
48459,6.58045977,1,Texas,Upshur County,394.3011494,754.9103448,158,552.3011494,47.76847978,26.83884209,360.6091954,202.6091954,,202.6091954
48461,0.597818903,1,Texas,Upton County,19.90515532,45.23496365,2,21.90515532,55.99608419,51.57472549,25.32980833,23.32980833,,23.32980833
48463,6.52806247,1,Texas,Uvalde County,369.0073206,706.5768668,216,585.0073206,47.77534646,17.20542404,337.5695461,121.5695461,,121.5695461
