l30_4,county,countyname,pop2011_13,state_flag,Avg_ELITotal_11_13,Avg_Units_11_13,Avg_units_hud_12_13,Avg_Units_No_Assist_11_13,Gap_11_to_13,Gap_11_to_13_No_Assist,per100,per100_No_Assist,State_Avg_ELITotal_11_13,State_Avg_Units_11_13,State_Avg_units_hud_12_13,State_Avg_Units_No_Assist_11_13,State_Gap_11_to_13,State_Gap_11_to_13_No_Assist,State_per100,State_per100_No_Assist
14000,47175,Van Buren County,,1,,,,,,,,,10940.87137,4514.432755,2071.5,2442.932755,6426.438618,8497.938618,41.26209514,22.32850266
14000,47177,Warren County,39910,0,1497.836535,647.6624359,362,285.6624359,850.1740988,1212.174099,43.23986102,19.07166966,,,,,,,,
14650,47179,Washington County,124818,0,4605.666667,1013,926,87,3592.666667,4518.666667,21.99464428,1.888977347,,,,,,,,
14350,47181,Wayne County,,1,,,,,,,,,10940.87137,4514.432755,2071.5,2442.932755,6426.438618,8497.938618,41.26209514,22.32850266
14050,47183,Weakley County,34713,0,1462.983058,399.0093293,195.5,203.5093293,1063.973729,1259.473729,27.27368079,13.91057321,,,,,,,,
14000,47185,White County,26108,0,644.1599489,236.1381439,107.5,128.6381439,408.021805,515.521805,36.6583089,19.96990718,,,,,,,,
19150,47187,Williamson County,193418,0,1786.333333,468,245,223,1318.333333,1563.333333,26.19891771,12.48367233,,,,,,,,
19150,47189,Wilson County,119254,0,2204.52537,968.0197735,436,532.0197735,1236.505597,1672.505597,43.91057534,24.13307557,,,,,,,,
16600,48001,Anderson County,58141,0,1050.997916,281.620766,243,38.62076601,769.3771495,1012.37715,26.79555895,3.674675795,,,,,,,,
16400,48003,Andrews County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48005,Angelina County,87416,0,2509.392202,805.7923292,701,104.7923292,1703.599873,2404.599873,32.11105576,4.176004419,,,,,,,,
16100,48007,Aransas County,23895,0,594.0091512,231.0939764,80.5,150.5939764,362.9151748,443.4151748,38.90411047,25.3521307,,,,,,,,
16300,48009,Archer County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
18550,48011,Armstrong County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15450,48013,Atascosa County,46329,0,568.453836,314.6363732,155.5,159.1363732,253.8174629,409.3174629,55.34950303,27.99459922,,,,,,,,
20050,48015,Austin County,28723,0,548.6774935,214.5440001,98,116.5440001,334.1334934,432.1334934,39.10202307,21.24089314,,,,,,,,
16100,48017,Bailey County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
18400,48019,Bandera County,20582,0,271.1176599,135.7182696,1.5,134.2182696,135.3993904,136.8993904,50.05880826,49.50554294,,,,,,,,
21950,48021,Bastrop County,75240,0,1688.987335,819.7515985,298.5,521.2515985,869.2357369,1167.735737,48.53509445,30.86178254,,,,,,,,
15800,48023,Baylor County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48025,Bee County,32547,0,462.8256107,180.0510598,253.5,0,282.7745509,462.8256107,38.90257057,0,,,,,,,,
17850,48027,Bell County,322242,0,8318.94366,1748.003931,1664,84.00393112,6570.939729,8234.939729,21.01233044,1.009790841,,,,,,,,
18400,48029,Bexar County,1785855,0,59316.33333,17228,13526.5,3701.5,42088.33333,55614.83333,29.04427673,6.240271089,,,,,,,,
20100,48031,Blanco County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16150,48033,Borden County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16100,48035,Bosque County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16300,48037,Bowie County,93124,0,2917.943494,1166.147179,962.5,203.6471795,1751.796315,2714.296315,39.96469369,6.979133759,,,,,,,,
23600,48039,Brazoria County,324596,0,7987.666667,1966.666667,634,1332.666667,6021,6655,24.62129116,16.68405458,,,,,,,,
16600,48041,Brazos County,200367,0,12749,1045.333333,1112.5,0,11703.66667,12749,8.199335896,0,,,,,,,,
16100,48043,Brewster County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48045,Briscoe County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48047,Brooks County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15300,48049,Brown County,37869,0,1154.882452,558.5366597,374.5,184.0366597,596.3457919,970.8457919,48.36307443,15.93553175,,,,,,,,
16600,48051,Burleson County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
18500,48053,Burnet County,43577,0,1071.324341,314.2405707,197,117.2405707,757.0837703,954.0837703,29.3319734,10.94351787,,,,,,,,
21950,48055,Caldwell County,38792,0,1257.169377,611.184343,262.5,348.684343,645.9850339,908.4850339,48.61591081,27.73566947,,,,,,,,
16500,48057,Calhoun County,21596,0,346.4629122,133.1986308,54,79.19863083,213.2642813,267.2642813,38.44527831,22.85919446,,,,,,,,
16450,48059,Callahan County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48061,Cameron County,415191,0,14209.33333,5284,4453,831,8925.333333,13378.33333,37.18682556,5.848268744,,,,,,,,
15150,48063,Camp County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
18550,48065,Carson County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48067,Cass County,30331,0,653.0565056,261.186154,214,47.18615404,391.8703516,605.8703516,39.99441883,7.225432047,,,,,,,,
15150,48069,Castro County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
19850,48071,Chambers County,36116,0,286.9335122,120.1976249,8,112.1976249,166.7358873,174.7358873,41.89041007,39.10230772,,,,,,,,
15150,48073,Cherokee County,51000,0,1488.520356,531.5162753,236,295.5162753,957.0040807,1193.004081,35.70769276,19.85302211,,,,,,,,
15500,48075,Childress County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16300,48077,Clay County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48079,Cochran County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15500,48081,Coke County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48083,Coleman County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
20250,48085,Collin County,834110,0,13433.66667,1959.333333,1302.5,656.8333333,11474.33333,12776.83333,14.58524602,4.889456837,,,,,,,,
15900,48087,Collingsworth County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16550,48089,Colorado County,20741,0,353.1248558,131.0678753,48.5,82.56787533,222.0569805,270.5569805,37.11658162,23.38206274,,,,,,,,
18400,48091,Comal County,114879,0,1876.453337,592.8857712,322,270.8857712,1283.567565,1605.567565,31.59608393,14.43605156,,,,,,,,
15150,48093,Comanche County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16250,48095,Concho County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
18400,48097,Cooke County,38519,0,1003.086603,436.8345142,290.5,146.3345142,566.2520887,856.7520887,43.54903285,14.58842276,,,,,,,,
17850,48099,Coryell County,76522,0,1297.512068,374.9981361,239,135.9981361,922.5139315,1161.513931,28.90132165,10.48145443,,,,,,,,
15150,48101,Cottle County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16250,48103,Crane County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16100,48105,Crockett County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
17000,48107,Crosby County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48109,Culberson County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16100,48111,Dallam County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
20250,48113,Dallas County,2447575,0,101007,17106.33333,16978.5,127.8333333,83900.66667,100879.1667,16.93578993,0.126558885,,,,,,,,
15150,48115,Dawson County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15500,48117,Deaf Smith County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
20250,48119,Delta County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
20250,48121,Denton County,707550,0,14923.78428,1206.597589,1000.5,206.0975895,13717.18669,14717.68669,8.085064531,1.381000861,,,,,,,,
16100,48123,DeWitt County,20417,0,325.834337,164.0074912,173,0,161.8268458,325.834337,50.33462486,0,,,,,,,,
15150,48125,Dickens County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48127,Dimmit County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15950,48129,Donley County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48131,Duval County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48133,Eastland County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16100,48135,Ector County,144559,0,2260.666667,604.6666667,706,0,1656,2260.666667,26.74727219,0,,,,,,,,
15150,48137,Edwards County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
20250,48139,Ellis County,154083,0,3181,1082,364.5,717.5,2099,2463.5,34.01446086,22.55580006,,,,,,,,
15150,48141,El Paso County,824916,0,23572.66667,7422.666667,7097,325.6666667,16150,23247,31.48844707,1.381543596,,,,,,,,
16150,48143,Erath County,39410,0,1838.228501,727.389625,118,609.389625,1110.838876,1228.838876,39.57014182,33.1509181,,,,,,,,
15150,48145,Falls County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
17050,48147,Fannin County,33776,0,811.8792146,352.8602027,238,114.8602027,459.0190119,697.0190119,43.462155,14.14744959,,,,,,,,
17900,48149,Fayette County,24764,0,555.6758876,268.9229054,83,185.9229054,286.7529822,369.7529822,48.39564058,33.45887585,,,,,,,,
15800,48151,Fisher County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48153,Floyd County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48155,Foard County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
19850,48157,Fort Bend County,628443,0,6021.333333,1199,800.5,398.5,4822.333333,5622.833333,19.91253322,6.618135518,,,,,,,,
16400,48159,Franklin County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
17500,48161,Freestone County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48163,Frio County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16100,48165,Gaines County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
19850,48167,Galveston County,301092,0,9169,1733.333333,1649,84.33333333,7435.666667,9084.666667,18.90427891,0.919765878,,,,,,,,
15550,48169,Garza County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
20000,48171,Gillespie County,25178,0,605.2648411,139.980902,28.5,111.480902,465.2839392,493.7839392,23.12721514,18.41853258,,,,,,,,
18800,48173,Glasscock County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16900,48175,Goliad County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48177,Gonzales County,20048,0,370.5311252,186.2854377,152,34.28543768,184.2456875,336.2456875,50.27524681,9.253051998,,,,,,,,
15800,48179,Gray County,22900,0,464.4185026,218.3721855,85.5,132.8721855,246.0463171,331.5463171,47.02056104,28.61044182,,,,,,,,
18500,48181,Grayson County,121768,0,3707.257589,1616.732824,874,742.7328239,2090.524765,2964.524765,43.60994037,20.0345621,,,,,,,,
16250,48183,Gregg County,122712,0,4072.637175,1054.330429,939,115.3304291,3018.306745,3957.306745,25.88815021,2.831836575,,,,,,,,
16100,48185,Grimes County,26767,0,515.1138907,232.4911012,98,134.4911012,282.6227895,380.6227895,45.13392192,26.10900301,,,,,,,,
18400,48187,Guadalupe County,139668,0,1570.21333,525.4475621,522.5,2.947562116,1044.765768,1567.265768,33.46345061,0.187717303,,,,,,,,
15150,48189,Hale County,36156,0,1070.924158,500.054261,283,217.054261,570.8698972,853.8698972,46.69371376,20.26793955,,,,,,,,
15150,48191,Hall County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16050,48193,Hamilton County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
17450,48195,Hansford County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48197,Hardeman County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16400,48199,Hardin County,55223,0,986.1834572,362.5846654,84,278.5846654,623.5987918,707.5987918,36.76645179,28.24876683,,,,,,,,
19850,48201,Harris County,4255830,0,152691.6667,23461.66667,20567.5,2894.166667,129230,149797.5,15.36538776,1.895431971,,,,,,,,
16700,48203,Harrison County,67137,0,1629.883428,554.8437094,305.5,249.3437094,1075.039718,1380.539718,34.04192594,15.29825416,,,,,,,,
22600,48205,Hartley County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48207,Haskell County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
21950,48209,Hays County,169603,0,7147.62204,1087.053829,469.5,617.553829,6060.568211,6530.068211,15.20860816,8.639989993,,,,,,,,
18650,48211,Hemphill County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48213,Henderson County,78765,0,1736.06627,464.6288897,271,193.6288897,1271.43738,1542.43738,26.76331531,11.15331212,,,,,,,,
15150,48215,Hidalgo County,805497,0,24008.33333,6991,6125.5,865.5,17017.33333,23142.83333,29.11905588,3.604998264,,,,,,,,
16150,48217,Hill County,35040,0,890.2056193,329.2451148,149,180.2451148,560.9605046,709.9605046,36.9852883,20.24758223,,,,,,,,
16100,48219,Hockley County,23216,0,535.8481743,248.5944002,84,164.5944002,287.2537741,371.2537741,46.39269333,30.71661118,,,,,,,,
20950,48221,Hood County,52194,0,1354.031585,538.3005109,76.5,461.8005109,815.7310741,892.2310741,39.75538805,34.1055937,,,,,,,,
16900,48223,Hopkins County,35445,0,1123.243535,426.6533501,90,336.6533501,696.5901854,786.5901854,37.98404679,29.97153685,,,,,,,,
15150,48225,Houston County,23156,0,671.0104798,167.322145,262,0,503.6883348,671.0104798,24.93584676,0,,,,,,,,
15850,48227,Howard County,35527,0,885.4342969,475.1728681,241.5,233.6728681,410.2614288,651.7614288,53.66551418,26.39076315,,,,,,,,
15150,48229,Hudspeth County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
20250,48231,Hunt County,86906,0,2980.380685,830.1768206,479,351.1768206,2150.203864,2629.203864,27.85472423,11.78295184,,,,,,,,
16000,48233,Hutchinson County,21879,0,383.9527703,180.516386,155.5,25.01638603,203.4363843,358.9363843,47.01525813,6.515485229,,,,,,,,
16600,48235,Irion County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16550,48237,Jack County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
18600,48239,Jackson County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48241,Jasper County,35943,0,1041.537724,575.8610863,203,372.8610863,465.676638,668.676638,55.28950828,35.79909566,,,,,,,,
15500,48243,Jeff Davis County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16400,48245,Jefferson County,252321,0,9858.666667,3459,4060.5,0,6399.666667,9858.666667,35.08588044,0,,,,,,,,
15150,48247,Jim Hogg County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48249,Jim Wells County,41522,0,883.7173149,381.2796806,397.5,0,502.4376342,883.7173149,43.14498248,0,,,,,,,,
19750,48251,Johnson County,153346,0,2868,1209,254.5,954.5,1659,1913.5,42.15481172,33.28103208,,,,,,,,
16450,48253,Jones County,20011,0,218.8228651,122.4199238,110,12.41992378,96.40294127,206.4029413,55.94475868,5.675788853,,,,,,,,
15250,48255,Karnes County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
20250,48257,Kaufman County,106842,0,2241.887163,529.6605462,292.5,237.1605462,1712.226617,2004.726617,23.62565588,10.57861208,,,,,,,,
25750,48259,Kendall County,36137,0,725.7677439,158.7139055,49.5,109.2139055,567.0538384,616.5538384,21.86841546,15.04805173,,,,,,,,
15500,48261,Kenedy County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15500,48263,Kent County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16750,48265,Kerr County,49803,0,1342.521016,310.2442651,92.5,217.7442651,1032.276751,1124.776751,23.1090807,16.21905821,,,,,,,,
16100,48267,Kimble County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16150,48269,King County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48271,Kinney County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48273,Kleberg County,32096,0,1745.516238,770.5049957,500,270.5049957,975.0112426,1475.011243,44.14195519,15.4971343,,,,,,,,
15150,48275,Knox County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15550,48277,Lamar County,49769,0,2027.249166,773.8563859,377,396.8563859,1253.39278,1630.39278,38.17273174,19.57610305,,,,,,,,
15150,48279,Lamb County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
17300,48281,Lampasas County,20100,0,441.8237251,127.9350577,50.5,77.43505771,313.8886674,364.3886674,28.95613125,17.5262335,,,,,,,,
15150,48283,La Salle County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16250,48285,Lavaca County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
18600,48287,Lee County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16500,48289,Leon County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
19850,48291,Liberty County,76398,0,1612.794505,681.1218396,323,358.1218396,931.6726651,1254.672665,42.23240082,22.20505083,,,,,,,,
15900,48293,Limestone County,23484,0,460.2409571,170.1492468,86,84.14924679,290.0917103,376.0917103,36.96960129,18.28373714,,,,,,,,
17450,48295,Lipscomb County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15550,48297,Live Oak County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16850,48299,Llano County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
23600,48301,Loving County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
17000,48303,Lubbock County,286228,0,12078.66667,1859.666667,1157.5,702.1666667,10219,11376.5,15.39629098,5.813279611,,,,,,,,
15400,48305,Lynn County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48307,McCulloch County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15600,48309,McLennan County,239642,0,9592.333333,2326.333333,1914.5,411.8333333,7266,9180.5,24.25200681,4.29335928,,,,,,,,
15850,48311,McMullen County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48313,Madison County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48315,Marion County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48317,Martin County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16850,48319,Mason County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15500,48321,Matagorda County,36630,0,1046.733955,388.5104398,348.5,40.0104398,658.2235148,1006.723515,37.11644569,3.822407749,,,,,,,,
15150,48323,Maverick County,55496,0,1350.685598,568.9785479,589.5,0,781.7070496,1350.685598,42.12516584,0,,,,,,,,
17950,48325,Medina County,46933,0,586.6484134,291.7762162,98.5,193.2762162,294.8721972,393.3721972,49.73612978,32.94583464,,,,,,,,
16100,48327,Menard County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
19550,48329,Midland County,146085,0,2104.666667,588.6666667,435,153.6666667,1516,1951,27.96959138,7.30123535,,,,,,,,
15500,48331,Milam County,24316,0,799.5288797,397.4989128,176,221.4989128,402.0299669,578.0299669,49.71664225,27.70367881,,,,,,,,
15150,48333,Mills County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48335,Mitchell County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16900,48337,Montague County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
19850,48339,Montgomery County,485225,0,8182.288141,2317.71265,1341.5,976.2126502,5864.575491,7206.075491,28.32597203,11.93080265,,,,,,,,
15500,48341,Moore County,22193,0,264.5602198,123.1184018,29.5,93.61840175,141.441818,170.941818,46.53700464,35.38642424,,,,,,,,
15800,48343,Morris County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48345,Motley County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48347,Nacogdoches County,65586,0,2792.607798,898.8743371,608,290.8743371,1893.733461,2501.733461,32.18763257,10.41586782,,,,,,,,
15650,48349,Navarro County,48024,0,1503.806186,555.8788244,424,131.8788244,947.9273617,1371.927362,36.96479171,8.769668968,,,,,,,,
15150,48351,Newton County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15400,48353,Nolan County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15800,48355,Nueces County,347585,0,10393.98709,2993.250741,3061,0,7400.736351,10393.98709,28.79790705,0,,,,,,,,
18800,48357,Ochiltree County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
17300,48359,Oldham County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
16400,48361,Orange County,82762,0,1770.483209,651.0820012,652.5,0,1119.401208,1770.483209,36.7742545,0,,,,,,,,
15500,48363,Palo Pinto County,27970,0,851.4740277,369.6121496,126.5,243.1121496,481.8618781,608.3618781,43.40850543,28.55191605,,,,,,,,
15850,48365,Panola County,23974,0,307.9690049,110.481568,75,35.48156798,197.4874369,272.4874369,35.8742491,11.52114902,,,,,,,,
19750,48367,Parker County,119771,0,2021.422293,715.2470917,334,381.2470917,1306.175201,1640.175201,35.38335826,18.86033874,,,,,,,,
15150,48369,Parmer County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48371,Pecos County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48373,Polk County,45711,0,871.9184352,219.8451376,183.5,36.34513757,652.0732977,835.5732977,25.2139568,4.168410266,,,,,,,,
18550,48375,Potter County,122044,0,4966,890.3333333,933.5,0,4075.666667,4966,17.92858102,0,,,,,,,,
15150,48377,Presidio County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15850,48379,Rains County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
18550,48381,Randall County,125013,0,3570,584,383,201,2986,3369,16.35854342,5.630252101,,,,,,,,
16250,48383,Reagan County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48385,Real County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48387,Red River County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
15150,48389,Reeves County,,1,,,,,,,,,20781.27284,10153.14537,5835,4318.145369,10628.12747,16463.12747,48.85718717,20.77902255
