l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,MinEli,MaxEli,min_max_same,USDA
15350,47047,,,,TN,Fayette County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47049,,,,TN,Fentress County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47051,,,,TN,Franklin County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47053,1214.6889394,902.69433704,74.314856069,TN,Gibson County,49632,0,311.99460241,902.69433704,311.99460241,74.314856069,426,213,213,0,476.69433704,476.69433704,426,737.99460241,737.99460241,39.24414898,39.24414898,,,,,,,,,,,,,,,,,,,,,
12050,47055,,,,TN,Giles County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47057,,,,TN,Grainger County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47059,1426.7049386,1220.2118325,85.526572422,TN,Greene County,68596,0,206.49310604,1220.2118325,206.49310604,85.526572422,462,315,147,0,758.21183254,758.21183254,462,668.49310604,668.49310604,53.144263543,53.144263543,,,,,,,,,,,,,,,,,,,,,
12050,47061,,,,TN,Grundy County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47063,1781.027972,1389.1282051,77.995866822,TN,Hamblen County,62863,0,391.8997669,1389.1282051,391.8997669,77.995866822,504,315,189,0,885.12820513,885.12820513,504,895.8997669,895.8997669,49.697602678,49.697602678,,,,,,,,,,,,,,,,,,,,,
14400,47065,10729,7779,72.504427253,TN,Hamilton County,344772,0,2950,7779,2950,72.504427253,3729,2319,1410,0,4134,4134,3645,6595,6595,38.531083978,38.531083978,,,,,,,,,,,,,,,,,,,,,
12050,47067,,,,TN,Hancock County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47069,,,,TN,Hardeman County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47071,,,,TN,Hardin County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12100,47073,,,,TN,Hawkins County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47075,,,,TN,Haywood County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47077,,,,TN,Henderson County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47079,,,,TN,Henry County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47081,,,,TN,Hickman County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47083,,,,TN,Houston County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47085,,,,TN,Humphreys County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47087,,,,TN,Jackson County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47089,,,,TN,Jefferson County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47091,,,,TN,Johnson County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
13550,47093,14075.940739,10335.874271,73.429367622,TN,Knox County,440732,0,3740.0664674,10335.874271,3740.0664674,73.429367622,5406,3694,1712,0,4963.8742714,4963.8742714,5372,9112.0664674,9112.0664674,35.264955739,35.264955739,,,,,,,,,,,,,,,,,,,,,
12050,47095,,,,TN,Lake County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47097,1177.4542993,771.47257955,65.520384107,TN,Lauderdale County,27619,0,405.9817197,771.47257955,405.9817197,65.520384107,213,65,148,0,558.47257955,558.47257955,213,618.9817197,618.9817197,47.430510034,47.430510034,,,,,,,,,,,,,,,,,,,,,
12050,47099,936.556238,611.27754319,65.268642542,TN,Lawrence County,42084,0,325.27869482,611.27754319,325.27869482,65.268642542,171,41,130,0,440.27754319,440.27754319,171,496.27869482,496.27869482,47.010262205,47.010262205,,,,,,,,,,,,,,,,,,,,,
12050,47101,,,,TN,Lewis County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47103,,,,TN,Lincoln County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
13550,47105,,,,TN,Loudon County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47107,1050.5015773,837.17192429,79.692590891,TN,McMinn County,52409,0,213.329653,837.17192429,213.329653,79.692590891,592,357,235,0,251.17192429,251.17192429,586,799.329653,799.329653,23.909714152,23.909714152,,,,,,,,,,,,,,,,,,,,,
12050,47109,,,,TN,McNairy County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47111,,,,TN,Macon County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
13400,47113,3095.2311688,2396.8398268,77.436536921,TN,Madison County,98364,0,698.39134199,2396.8398268,698.39134199,77.436536921,1179,704,475,0,1218.8398268,1218.8398268,1178,1876.391342,1876.391342,39.377990216,39.377990216,,,,,,,,,,,,,,,,,,,,,
14400,47115,,,,TN,Marion County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47117,,,,TN,Marshall County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
13300,47119,1448.4421702,935.9001233,64.614255411,TN,Maury County,82729,0,512.54204686,935.9001233,512.54204686,64.614255411,366,234,132,0,569.9001233,569.9001233,366,878.54204686,878.54204686,39.345728469,39.345728469,,,,,,,,,,,,,,,,,,,,,
12050,47121,,,,TN,Meigs County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47123,,,,TN,Monroe County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12600,47125,2174,1292,59.429622815,TN,Montgomery County,182015,0,882,1292,882,59.429622815,629,383,246,0,663,663,629,1511,1511,30.496780129,30.496780129,,,,,,,,,,,,,,,,,,,,,
12050,47127,,,,TN,Moore County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47129,,,,TN,Morgan County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47131,871.25530405,719.69442736,82.604309439,TN,Obion County,31378,0,151.56087669,719.69442736,151.56087669,82.604309439,272,227,45,0,449.69442736,449.69442736,270,421.56087669,421.56087669,51.614541142,51.614541142,,,,,,,,,,,,,,,,,,,,,
12050,47133,,,,TN,Overton County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47135,,,,TN,Perry County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47137,,,,TN,Pickett County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47139,,,,TN,Polk County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47141,2468.1359901,1354.5341002,54.880853634,TN,Putnam County,73237,0,1113.6018899,1354.5341002,1113.6018899,54.880853634,379,197,182,0,975.53410025,975.53410025,379,1492.6018899,1492.6018899,39.525135736,39.525135736,,,,,,,,,,,,,,,,,,,,,
12050,47143,712.43356643,590.55332168,82.892405622,TN,Rhea County,32272,0,121.88024476,590.55332168,121.88024476,82.892405622,283,160,123,0,310.55332168,310.55332168,280,401.88024476,401.88024476,43.590495495,43.590495495,,,,,,,,,,,,,,,,,,,,,
12050,47145,1264.6320207,1009.5603615,79.830365279,TN,Roane County,53413,0,255.07165913,1009.5603615,255.07165913,79.830365279,467,267,200,0,542.56036152,542.56036152,467,722.07165913,722.07165913,42.90262722,42.90262722,,,,,,,,,,,,,,,,,,,,,
17650,47147,1114.0798906,841.41251519,75.525330118,TN,Robertson County,67024,0,272.66737546,841.41251519,272.66737546,75.525330118,297,113,184,0,545.41251519,545.41251519,296,568.66737546,568.66737546,48.956319898,48.956319898,,,,,,,,,,,,,,,,,,,,,
17650,47149,5505,2736,49.70027248,TN,Rutherford County,275461,0,2769,2736,2769,49.70027248,1176,1038,138,0,1560,1560,1176,3945,3945,28.337874659,28.337874659,,,,,,,,,,,,,,,,,,,,,
12050,47151,,,,TN,Scott County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47153,,,,TN,Sequatchie County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
13550,47155,1678.6933726,1058.5549337,63.05826609,TN,Sevier County,92561,0,620.13843888,1058.5549337,620.13843888,63.05826609,241,181,60,0,862.55493373,862.55493373,196,816.13843888,816.13843888,51.382518559,51.382518559,,,,,,,,,,,,,,,,,,,,,
15350,47157,33966,20151,59.326974033,TN,Shelby County,936130,0,13815,20151,13815,59.326974033,8964,6707,2257,0,11464,11464,8687,22502,22502,33.751398457,33.751398457,,,,,,,,,,,,,,,,,,,,,
12050,47159,,,,TN,Smith County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47161,,,,TN,Stewart County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12100,47163,3930.1249321,3197.1102662,81.348820238,TN,Sullivan County,156850,0,733.01466594,3197.1102662,733.01466594,81.348820238,1475,1159,316,0,1732.1102662,1732.1102662,1465,2198.0146659,2198.0146659,44.072651534,44.072651534,,,,,,,,,,,,,,,,,,,,,
17650,47165,3051.66236,2244.3789836,73.546110901,TN,Sumner County,166636,0,807.2833764,2244.3789836,807.2833764,73.546110901,794,585,209,0,1477.3789836,1477.3789836,767,1574.2833764,1574.2833764,48.412268768,48.412268768,,,,,,,,,,,,,,,,,,,,,
15350,47167,1527.352742,1194.4116452,78.201427368,TN,Tipton County,61433,0,332.94109682,1194.4116452,332.94109682,78.201427368,402,279,123,0,793.41164523,793.41164523,401,733.94109682,733.94109682,51.946850481,51.946850481,,,,,,,,,,,,,,,,,,,,,
12050,47169,,,,TN,Trousdale County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12100,47171,,,,TN,Unicoi County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
13550,47173,,,,TN,Union County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47175,,,,TN,Van Buren County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47177,1231.2314162,927.83405319,75.358217875,TN,Warren County,39867,0,303.39736304,927.83405319,303.39736304,75.358217875,252,106,146,0,675.83405319,675.83405319,252,555.39736304,555.39736304,54.890903878,54.890903878,,,,,,,,,,,,,,,,,,,,,
12100,47179,3269,2209,67.574181707,TN,Washington County,124798,0,1060,2209,1060,67.574181707,1151,843,308,0,1071,1071,1138,2198,2198,32.762312634,32.762312634,,,,,,,,,,,,,,,,,,,,,
12050,47181,,,,TN,Wayne County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
12050,47183,1183.1727963,736.79036183,62.272422434,TN,Weakley County,34699,0,446.38243447,736.79036183,446.38243447,62.272422434,205,66,139,0,532.79036183,532.79036183,204,650.38243447,650.38243447,45.030646707,45.030646707,,,,,,,,,,,,,,,,,,,,,
12050,47185,,,,TN,White County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
17650,47187,,,,TN,Williamson County,,,,,,,,,,,,,,,,,,171224,86450,34655,35367,49.510582629,84774,16611,119429,69.750151848,6451365,84774,119429,86450,51795,51795,69.750151848,49.510582629,12050,17650,,
17650,47189,1305.33764,923.62101637,70.757249932,TN,Wilson County,119584,0,381.7166236,923.62101637,381.7166236,70.757249932,338,154,184,0,586.62101637,586.62101637,337,718.7166236,718.7166236,44.940174741,44.940174741,,,,,,,,,,,,,,,,,,,,,
11350,48001,,,,TX,Anderson County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11050,48003,,,,TX,Andrews County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11300,48005,1837.7638191,970.82914573,52.826654635,TX,Angelina County,87433,0,866.93467337,970.82914573,866.93467337,52.826654635,466,325,141,0,504.82914573,504.82914573,466,1332.9346734,1332.9346734,27.469751036,27.469751036,,,,,,,,,,,,,,,,,,,,,
10750,48007,,,,TX,Aransas County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11950,48009,,,,TX,Archer County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11950,48011,,,,TX,Armstrong County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48013,691.45218418,471.32506887,68.164520939,TX,Atascosa County,46343,0,220.12711531,471.32506887,220.12711531,68.164520939,135,97,38,0,336.32506887,336.32506887,135,355.12711531,355.12711531,48.640394313,48.640394313,,,,,,,,,,,,,,,,,,,,,
11050,48015,,,,TX,Austin County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48017,,,,TX,Bailey County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11050,48019,,,,TX,Bandera County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
17650,48021,1256.8307601,846.90142518,67.383887479,TX,Bastrop County,75708,0,409.92933492,846.90142518,409.92933492,67.383887479,177,129,48,0,675.90142518,675.90142518,171,580.92933492,580.92933492,53.778237026,53.778237026,,,,,,,,,,,,,,,,,,,,,
11050,48023,,,,TX,Baylor County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48025,792.20769789,511.805374,64.604948344,TX,Bee County,32462,0,280.40232389,511.805374,280.40232389,64.604948344,157,118,39,0,354.805374,354.805374,157,437.40232389,437.40232389,44.786913198,44.786913198,,,,,,,,,,,,,,,,,,,,,
11700,48027,4635.0039841,2583.9442231,55.748479009,TX,Bell County,321591,0,2051.059761,2583.9442231,2051.059761,55.748479009,1484,1261,223,0,1101.9442231,1101.9442231,1482,3533.059761,3533.059761,23.77439646,23.77439646,,,,,,,,,,,,,,,,,,,,,
12950,48029,36710,21435,58.390084446,TX,Bexar County,1789088,0,15275,21435,15275,58.390084446,10725,8622,2103,0,10739,10739,10696,25971,25971,29.253609371,29.253609371,,,,,,,,,,,,,,,,,,,,,
10400,48031,,,,TX,Blanco County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11050,48033,,,,TX,Borden County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10850,48035,,,,TX,Bosque County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
12100,48037,2687.6798419,1990.0405138,74.043064312,TX,Bowie County,93068,0,697.63932806,1990.0405138,697.63932806,74.043064312,897,579,318,0,1096.0405138,1096.0405138,894,1591.6393281,1591.6393281,40.780173916,40.780173916,,,,,,,,,,,,,,,,,,,,,
16850,48039,4626,2778,60.051880674,TX,Brazoria County,325477,0,1848,2778,1848,60.051880674,643,643,0,0,2142,2142,636,2484,2484,46.303501946,46.303501946,,,,,,,,,,,,,,,,,,,,,
13100,48041,10369,2126,20.503423667,TX,Brazos County,201534,0,8243,2126,8243,20.503423667,909,846,63,0,1217,1217,909,9152,9152,11.736908091,11.736908091,,,,,,,,,,,,,,,,,,,,,
10400,48043,,,,TX,Brewster County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48045,,,,TX,Briscoe County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48047,,,,TX,Brooks County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10550,48049,916.99652499,793.01256349,86.479342274,TX,Brown County,37903,0,123.98396151,793.01256349,123.98396151,86.479342274,420,340,80,0,373.01256349,373.01256349,420,543.98396151,543.98396151,40.677641989,40.677641989,,,,,,,,,,,,,,,,,,,,,
10700,48051,,,,TX,Burleson County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11200,48053,,,,TX,Burnet County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
17650,48055,978.6175772,669.65795724,68.428972956,TX,Caldwell County,38870,0,308.95961995,669.65795724,308.95961995,68.428972956,262,108,154,0,409.65795724,409.65795724,260,568.95961995,568.95961995,41.86088282,41.86088282,,,,,,,,,,,,,,,,,,,,,
11050,48057,,,,TX,Calhoun County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11050,48059,,,,TX,Callahan County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48061,9848,6450,65.495532088,TX,Cameron County,415103,0,3398,6450,3398,65.495532088,3285,2386,899,0,3165,3165,3285,6683,6683,32.13850528,32.13850528,,,,,,,,,,,,,,,,,,,,,
11450,48063,,,,TX,Camp County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11050,48065,,,,TX,Carson County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48067,,,,TX,Cass County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48069,,,,TX,Castro County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
17000,48071,,,,TX,Chambers County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11200,48073,974.89063699,745.34075211,76.45378095,TX,Cherokee County,50971,0,229.54988488,745.34075211,229.54988488,76.45378095,275,253,22,0,470.34075211,470.34075211,275,504.54988488,504.54988488,48.2454887,48.2454887,,,,,,,,,,,,,,,,,,,,,
10400,48075,,,,TX,Childress County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11050,48077,,,,TX,Clay County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48079,,,,TX,Cochran County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48081,,,,TX,Coke County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48083,,,,TX,Coleman County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
18250,48085,5347,1999,37.385449785,TX,Collin County,836947,0,3348,1999,3348,37.385449785,826,706,120,0,1306,1306,693,4041,4041,24.424911165,24.424911165,,,,,,,,,,,,,,,,,,,,,
10400,48087,,,,TX,Collingsworth County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10900,48089,,,,TX,Colorado County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
12950,48091,1244.2018217,624.13326942,50.163346376,TX,Comal County,115808,0,620.06855225,624.13326942,620.06855225,50.163346376,247,182,65,0,377.13326942,377.13326942,247,867.06855225,867.06855225,30.311261634,30.311261634,,,,,,,,,,,,,,,,,,,,,
10400,48093,,,,TX,Comanche County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
10400,48095,,,,TX,Concho County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
11600,48097,,,,TX,Cooke County,,,,,,,,,,,,,,,,,,571291,384366,91367,92501,32.71975228,186925,22389,278292,48.712827613,26092033,186925,278292,384366,292999,292999,48.712827613,32.71975228,10400,18250,,
