l30_4,county,Total,units_no_USDA,per100_no_USDA,abbrev,countyname,population,usda,state_flag,Gap_No_USDA,Units,Gap,per100,All_HUD,All_HUD_noPH,PH,over_flag,Units_No_HUD,Unitsnoasst,eli,gap_no_hud,gap_no_assisted,per100_no_HUD,per100_no_assisted,ST_Total,ST_Gap_No_assisted,ST_eli,eli_TPaff_noPH,ST_Per100_No_Assisted,ST_Unitsnoasst,puh_1_total,ST_Units_no_USDA,ST_Per100_No_USDA,ST_usda,ST_population,ST_Units_No_HUD,ST_Units,ST_Gap_No_HUD,ST_Gap_No_USDA,ST_Gap,ST_per100,ST_per100_No_HUD,ST_over_flag,MinEli,MaxEli,min_max_same
13850,05003,,,,AR,Ashley County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13300,05005,857.75715885,522.61830107,60.928468585,AR,Baxter County,41154,102,0,335.13885778,624.61830107,233.13885778,72.819946138,197,197,0,0,427.61830107,325.61830107,197,430.13885778,532.13885778,49.853072826,37.961595273,,,,,,,,,,,,,,,,,,,,,,
17450,05007,4218,1342,31.816026553,AR,Benton County,232611,139,0,2876,1481,2737,35.111427217,625,606,19,0,886,747,595,3332,3471,21.005215742,17.709815078,,,,,,,,,,,,,,,,,,,,,,
14850,05009,,,,AR,Boone County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05011,,,,AR,Bradley County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05013,,,,AR,Calhoun County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13450,05015,,,,AR,Carroll County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05017,,,,AR,Chicot County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14350,05019,,,,AR,Clark County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05021,,,,AR,Clay County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14900,05023,,,,AR,Cleburne County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14550,05025,,,,AR,Cleveland County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14500,05027,,,,AR,Columbia County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
15250,05029,,,,AR,Conway County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
16800,05031,4368.4281312,2723.3878713,62.342512902,AR,Craighead County,99835,50,0,1645.0402599,2773.3878713,1595.0402599,63.48708936,1514,1356,158,0,1259.3878713,1209.3878713,1514,3109.0402599,3159.0402599,28.829314194,27.684737735,,,,,,,,,,,,,,,,,,,,,,
14500,05033,,,,AR,Crawford County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
17750,05035,2687.113439,1565.9156444,58.27501071,AR,Crittenden County,50172,128,0,1121.1977946,1693.9156444,993.19779462,63.038486571,922,645,277,0,774.91564438,646.91564438,919,1912.1977946,2040.1977946,28.838218481,24.074742621,,,,,,,,,,,,,,,,,,,,,,
13850,05037,,,,AR,Cross County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13350,05039,,,,AR,Dallas County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05041,,,,AR,Desha County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13700,05043,,,,AR,Drew County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
18700,05045,4276.5400844,1326.8607595,31.026501174,AR,Faulkner County,117804,0,0,2949.6793249,1326.8607595,2949.6793249,31.026501174,542,425,117,0,801.86075949,801.86075949,525,3474.6793249,3474.6793249,18.750221994,18.750221994,,,,,,,,,,,,,,,,,,,,,,
13150,05047,,,,AR,Franklin County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05049,,,,AR,Fulton County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14800,05051,2917.9448099,1187.6315789,40.700960995,AR,Garland County,96804,23,0,1730.313231,1210.6315789,1707.313231,41.489187007,866,629,237,0,344.63157895,321.63157895,866,2573.313231,2596.313231,11.81076413,11.022538118,,,,,,,,,,,,,,,,,,,,,,
17950,05053,,,,AR,Grant County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14650,05055,1440.4324524,636.48844945,44.18731669,AR,Greene County,42970,25,0,803.94400296,661.48844945,778.94400296,45.922906579,348,189,159,0,313.48844945,288.48844945,348,1126.944003,1151.944003,21.763495326,20.027905437,,,,,,,,,,,,,,,,,,,,,,
13150,05057,,,,AR,Hempstead County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14700,05059,,,,AR,Hot Spring County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13250,05061,,,,AR,Howard County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13600,05063,1106.4273633,543.79158053,49.148421178,AR,Independence County,36861,50,0,562.63578275,593.79158053,512.63578275,53.667470657,274,243,31,0,319.79158053,269.79158053,274,786.63578275,836.63578275,28.90307951,24.384030031,,,,,,,,,,,,,,,,,,,,,,
13150,05065,,,,AR,Izard County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05067,,,,AR,Jackson County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14550,05069,2966.000856,1728.0933059,58.263412245,AR,Jefferson County,74655,38,0,1237.9075501,1766.0933059,1199.9075501,59.544598659,929,771,158,0,837.09330594,799.09330594,929,2128.9075501,2166.9075501,28.222962385,26.941775971,,,,,,,,,,,,,,,,,,,,,,
13150,05071,,,,AR,Johnson County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05073,,,,AR,Lafayette County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05075,,,,AR,Lawrence County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05077,,,,AR,Lee County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14550,05079,,,,AR,Lincoln County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
15050,05081,,,,AR,Little River County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14300,05083,,,,AR,Logan County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
18700,05085,1685.4599156,828.13924051,49.134318345,AR,Lonoke County,70118,115,0,857.32067511,943.13924051,742.32067511,55.957381826,641,466,175,0,302.13924051,187.13924051,641,1383.3206751,1498.3206751,17.926219289,11.103155808,,,,,,,,,,,,,,,,,,,,,,
17450,05087,,,,AR,Madison County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13250,05089,,,,AR,Marion County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
15550,05091,847.22439406,786.78733385,92.86646364,AR,Miller County,43537,0,0,60.437060203,786.78733385,60.437060203,92.86646364,688,422,266,0,101.78733385,101.78733385,685,745.4370602,745.4370602,12.014211886,12.014211886,,,,,,,,,,,,,,,,,,,,,,
13150,05093,1955.9400414,1090.5148174,55.754000343,AR,Mississippi County,45385,99,0,865.42522398,1189.5148174,766.42522398,60.81550519,830,418,412,0,359.51481737,260.51481737,830,1596.425224,1695.425224,18.380666573,13.319161726,,,,,,,,,,,,,,,,,,,,,,
13150,05095,,,,AR,Monroe County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13700,05097,,,,AR,Montgomery County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14300,05099,,,,AR,Nevada County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05101,,,,AR,Newton County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05103,,,,AR,Ouachita County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
18700,05105,,,,AR,Perry County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05107,1178.4364751,783.34407529,66.473169477,AR,Phillips County,20847,96,0,395.09239983,879.34407529,299.09239983,74.619556833,671,295,376,0,208.34407529,112.34407529,671,970.09239983,1066.0923998,17.679703547,9.5333161915,,,,,,,,,,,,,,,,,,,,,,
13150,05109,,,,AR,Pike County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05111,,,,AR,Poinsett County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05113,,,,AR,Polk County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14750,05115,1739.7989276,907.27613941,52.148333064,AR,Pope County,62687,135,0,832.5227882,1042.2761394,697.5227882,59.907850434,488,353,135,0,554.27613941,419.27613941,488,1185.5227882,1320.5227882,31.858632087,24.099114717,,,,,,,,,,,,,,,,,,,,,,
13150,05117,,,,AR,Prairie County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
18700,05119,14824,8198,55.302212628,AR,Pulaski County,388752,37,0,6626,8235,6589,55.551807879,6100,4548,1552,0,2157,2120,6078,12667,12704,14.550728548,14.301133297,,,,,,,,,,,,,,,,,,,,,,
13650,05121,,,,AR,Randolph County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05123,1153.4828176,932.00327962,80.799060496,AR,St. Francis County,27642,231,0,221.479538,1163.0032796,-9.520461999,100,766,454,312,1,397.00327962,166.00327962,766,756.479538,987.479538,34.417788766,14.391482655,,,,,,,,,,,,,,,,,,,,,,
18700,05125,2873,1597,55.586494953,AR,Saline County,111811,21,0,1276,1618,1255,56.317438218,559,493,66,0,1083,1062,535,1790,1811,37.695788375,36.96484511,,,,,,,,,,,,,,,,,,,,,,
13150,05127,,,,AR,Scott County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05129,,,,AR,Searcy County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14500,05131,3328.056338,2158.8848988,64.869241369,AR,Sebastian County,126801,38,0,1169.1714392,2196.8848988,1131.1714392,66.011048963,1323,1161,162,0,873.8848988,835.8848988,1323,2454.1714392,2492.1714392,26.258116151,25.116308557,,,,,,,,,,,,,,,,,,,,,,
13150,05133,,,,AR,Sevier County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05135,,,,AR,Sharp County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05137,,,,AR,Stone County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
14750,05139,1229.0562249,1022.4578313,83.190484748,AR,Union County,40954,7,0,206.59839357,1029.4578313,199.59839357,83.760027448,465,465,0,0,564.45783133,557.45783133,465,664.59839357,671.59839357,45.926119561,45.356576862,,,,,,,,,,,,,,,,,,,,,,
13150,05141,,,,AR,Van Buren County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
17450,05143,8724,2363,27.086198991,AR,Washington County,212238,29,0,6361,2392,6332,27.418615314,1246,921,325,0,1146,1117,1246,7578,7607,13.136176066,12.803759743,,,,,,,,,,,,,,,,,,,,,,
14300,05145,3048.8481129,1619.116343,53.105838108,AR,White County,78275,139,0,1429.7317699,1758.116343,1290.7317699,57.664936983,625,451,174,0,1133.116343,994.11634298,625,1915.7317699,2054.7317699,37.165391684,32.606292809,,,,,,,,,,,,,,,,,,,,,,
13150,05147,,,,AR,Woodruff County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
13150,05149,,,,AR,Yell County,,,,,,,,,,,,,,,,,,,90878,65746,21362,21468,27.654657893,25132,8547,46494,51.160897027,5113,2947036,30245,51607,60633,44384,39271,56.787121195,33.280882062,0,13150,18700,
28050,06001,44548,26325,59.093562001,CA,Alameda County,1559308,0,0,18223,26325,18223,59.093562001,16269,14727,1542,0,10089,10089,16236,34459,34459,22.647481368,22.647481368,,,,,,,,,,,,,,,,,,,,,,
22250,06003,,,,CA,Alpine County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
20300,06005,,,,CA,Amador County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
17600,06007,5549,2196,39.574698144,CA,Butte County,221578,289,0,3353,2485,3064,44.782843756,1805,1602,203,0,680,391,1805,4869,5158,12.254460263,7.0463146513,,,,,,,,,,,,,,,,,,,,,,
20900,06009,,,,CA,Calaveras County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
17350,06011,,,,CA,Colusa County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
28050,06013,27008,16056,59.449052133,CA,Contra Costa County,1081232,0,0,10952,16056,10952,59.449052133,10724,9319,1405,0,5353,5353,10703,21655,21655,19.820053318,19.820053318,,,,,,,,,,,,,,,,,,,,,,
17350,06015,,,,CA,Del Norte County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
22850,06017,4322,1734,40.120314669,CA,El Dorado County,181465,159,0,2588,1893,2429,43.799167052,600,600,0,0,1293,1134,600,3029,3188,29.916705229,26.237852846,,,,,,,,,,,,,,,,,,,,,,
17350,06019,27360,15321,55.997807018,CA,Fresno County,948844,855,0,12039,16176,11184,59.122807018,11429,10182,1247,0,4749,3894,11427,22611,23466,17.35745614,14.23245614,,,,,,,,,,,,,,,,,,,,,,
17350,06021,,,,CA,Glenn County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
17350,06023,3472,1308,37.67281106,CA,Humboldt County,134876,96,0,2164,1404,2068,40.437788018,953,852,101,0,451,355,953,3021,3117,12.989631336,10.224654378,,,,,,,,,,,,,,,,,,,,,,
17350,06025,6557,3198,48.772304408,CA,Imperial County,177026,540,0,3359,3738,2819,57.007777947,2110,1640,470,0,1628,1088,2110,4929,5469,24.828427635,16.592954095,,,,,,,,,,,,,,,,,,,,,,
19650,06027,,,,CA,Inyo County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
17350,06029,15661,5269,33.64408403,CA,Kern County,857730,880,0,10392,6149,9512,39.263137731,3402,2784,618,0,2748,1868,3401,12913,13793,17.546772237,11.927718536,,,,,,,,,,,,,,,,,,,,,,
17350,06031,6488,1779,27.419852035,CA,Kings County,151390,442,0,4709,2221,4267,34.2324291,812,612,200,0,1409,967,812,5079,5521,21.71701603,14.904438964,,,,,,,,,,,,,,,,,,,,,,
17350,06033,1624.368932,715.05825243,44.020680175,CA,Lake County,64209,260,0,909.31067961,975.05825243,649.31067961,60.026896181,307,307,0,0,668.05825243,408.05825243,307,956.31067961,1216.3106796,41.12724882,25.121032813,,,,,,,,,,,,,,,,,,,,,,
18500,06035,,,,CA,Lassen County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
25300,06037,317066,156773,49.444910523,CA,Los Angeles County,9974203,19,0,160293,156792,160274,49.450902967,111246,103234,8012,0,46722,46703,110070,270344,270363,14.735733254,14.729740811,,,,,,,,,,,,,,,,,,,,,,
17350,06039,2595,1090,42.003853565,CA,Madera County,152452,312,0,1505,1402,1193,54.026974952,627,475,152,0,775,463,627,1820,2132,29.865125241,17.842003854,,,,,,,,,,,,,,,,,,,,,,
33300,06041,5591,3872,69.254158469,CA,Marin County,256802,0,0,1719,3872,1719,69.254158469,2910,2495,415,0,985,985,2887,4606,4606,17.617599714,17.617599714,,,,,,,,,,,,,,,,,,,,,,
17850,06043,,,,CA,Mariposa County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
17350,06045,2093.631068,1227.9417476,58.651295654,CA,Mendocino County,87612,207,0,865.68932039,1434.9417476,658.68932039,68.53842444,702,702,0,0,732.94174757,525.94174757,702,1360.6893204,1567.6893204,35.0081616,25.121032813,,,,,,,,,,,,,,,,,,,,,,
17350,06047,5493,3126,56.908793009,CA,Merced County,261609,382,0,2367,3508,1985,63.863098489,2174,1940,234,0,1335,953,2173,4158,4540,24.303659203,17.349353723,,,,,,,,,,,,,,,,,,,,,,
17350,06049,,,,CA,Modoc County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
22400,06051,,,,CA,Mono County,,,,,,,,,,,,,,,,,,,982939,790959,278489,280171,19.531222182,191980,28165,470469,47.863499159,13031,38066920,205011,483500,777928,512470,499439,49.189217235,20.856940258,0,17350,23800,
